task_num,text,grade
28,"но 28. Х. У.- х аналомия кисти норм. кисть, нет сиперприхоза 1) Р.: 2 Х ха аномамя кисти, гипертрихоз - нормальная писть G: - гипертриноз F: 9X*x духа здоровья прихода трехоза 2) 2: Успомбил, нет интерприкоза X норм. кисть, нет гипертрикоза F.: 0XX, 2X°у норм кисть, аномалия кисти, нет гипертрихоза нет гипертрикоза 3) Возможно, при слиании материнской гаметы с геном нормальной кисти Xи отцовской гаметы у с геном гипертрихоза.",0
28,"No27 11 К снижению доли рецессивных гомазисот может приводить естественный отбор No28 Рано: ген А- нет аномами в развитии кисти ген а- есть аномалия в развитии кисти Решение: Р. п. х на ув G р. жизнь х х А ув 2) генотипы детей хвха, ходв, хв.; хв.; хв. ув. 3) фенотипы детей: 75% без аномалии в развитии кисти, 25% с аномалией в развитии писти, 100% без гипертрихоза 4) пал возможного потомства: 50% девочка: 50% мальчик 5) возможно, так как от матери будет наследоваться доминантный признак без аномалии в развитии кисти, а от отца будет наследоваться даминантный признак с гипертричозом",0
28,"Решение: 1: 9 x x x x 0 x 1 схема кроссинговера: нар ан. гип крас: G. д.: х x x x x x x 1 нор, он, нор, гип хот ха ан нор, т. н.д. G: хара х*Ка нор ан ан., н.у Ответ: да возможно, если в охаря произыдет ан гип кроссинговер и кроссоверная (V) встретится с (X)",3
28,"10.000 = 0,0001 ( 2) Частоты пллёля = 0,001 = 0,01 5) Частота аллея А(р) ptg=1 pz1-gz1-g1zg99 0,99- 2,09 801 5) Дро = Д. 0, о 10, 99 = 0, 0198 6) Популяционные волны, 28. Дано: зробор геново. Решен Решение:",0
28,Решение: - развитие К английский шести рук развития ув- интертрихоз нормальное развитие целости рук аномамя кисти рус инертрогоз У нет не кросс. кроес. нормальное развитие путь нет инерфорихоза от хлуяв чисти рук нет инертрикоза ха и и акомалия кисти рук акомклия кисти рук за Х кормальное развитие кисти рук нет гипертпичозы рдя уль гипертрикоз развитие иномалия кисти рук нет интертрикоза кормальное развитие кисти рук на шпертрихоза AB сусти нормальное развитие рук нет инертриюза F: нормальное развитие кисти рук нет гипертрикоза 3) Да возможно. Это будет мальчик (какую) с красоварной галитой (4: 4 здесь будет только вдно забавивание. которая нести от отца без названных заболевание. галита,0
28,"1 что ая (д) =16000 имеет значит о (а) 2 = 0,0001 2) по форму (с равновесия значит 099 (норм) ал.) 3) Болезнь либо проявляется, либо нет, значит только в феномиры: а (а) 4) по форму не равновесия чия!",0
28,"No27 гаметы (р) а A(P) AR(p)Ag(pg а (д) расод. на(д) формулы равновесия: p+ g = 1 pr{2pq+q==1 10000 это проявление болезни (феко- тип), отсюда а (а)= Гд 2 20,01 му утантная аплель мутан 2) p + q = 1; значит р = 1- 0.01= = 0,29= кармальная аллель Болезнь либо проявивется, ника (1) а а (а); 2) А(р2) + 2Аб(грд) болезнь не проявляется.",0
28,No28 Дано А- здоров к а - анатал к. В- норм в- гипертриху Решение: Р: Р. п. Аб рождение ребенка яичем разв-н здоровой кистью и петрори- хорош по ивое в только при при прессииго- вере -здр гипертеризу -анам.н. + норм в здор + гиперпорикоз апом.н. + норм хв с Fe x ( <unk> 96) здор+ норм а в х АВ - здор+ корич х 9 в -анал к норм,0
28,"кисти, гипертрихоз. нормальное развитие нисти нет гипертрихоза",3
28,и с гипертри т.к одна помогома материнская с с рецессивным предел Упр. 2 яромосома (отуовская) реждовавшаяся в результате кроссинговора отсут. гипертр гипер. норм разв. гиперт. гиперт. ху АВ года такие имеющая русски дном. отсут гипер- сивный одну ни или несущий заболевание.,1
28,"доли рецессивных гомерного мочист Решение. A Q 1) Р: 2 х отсутствие айомями киста аномалда в развитие кисти, гипертриков 6. девочку! в резвеские отсутствие аломяни, кисти. - анализии в развитии кисти в развитии отсутствие аломатии участи, сипертричоз хозяв -ономялся в развитии кисти, гипертрыкор",2
28,"мальчики: - отсутствие аналиями кисти, гипертриху ха ле -анамягил в развитии писти, гипертрикоз к 2) Р. Защение отсутствие в резвинии хломени наст. кисти, откучателе гипертрикде 6: F2: Девочки: в рубачей от акормяли кисти ха а отсутствие -английский в развитии движии кисти мельчики- анализии в развитии кисти, отсутствие липертрику, задач отсутствие алломатии кисти, отсутствие сутствие еле интертрикер 3) Да, в 1 браке возможно рождение ребенка алемянии в развитии кисти и интерфиксром- мень- чик (казать)",2
28,"нормальное аномалия развития кисти, развитие кисти, шпертрихоз без гипертр ертрихоза Некросс: (ха) Кросс: F1: Возможные дочери: кисти, без гипертрихоза",3
28,"поным развитием кисти и инертрихозом возмо- жно. Ребенок с генотипом о ха получил замету отца, полученную в результате кроссинговера.",3
28,"27.) Дано: частота встречаемости аа в равновесной = 10000 популя дляции. встречаемости аппели) Найти; частота р, а, Решение: 1 = 10800 = 0, 0001 g ==========0,01 (частота мутанткой а p+q=1; p+2pg+q=1; p=10,01= 0,99 (частота встречаемости А немутаютной аллёш) р = д ая. 0,99 = сомозитат по домикантно- года му признаку) 2pg = 2. 0,99 - 0,01= 0,198 (частота фенотипа Ла, петерозалых) помозиторо поряд рецесси ссылкому признаку Данные значения действительны только в равновесной",3
22,"может возникать отечность нижних конечностей из-за на сосуды ног. 26.) Наиболее бревние предки современных сумматых можно обитать на юге ящего из 6 современных, так как Южная Америка и Цветралия находились именно на поле. биотелографическую закономерность в рассказании сумчатых можно наблюдать благодаря обособленности современных материков, где они обитают.",1
28,"во всей человеческой популяции может привести смертность данных особей. 28) А- акомами в развитии кисти первое фрещивание: а - код] ссылки развитие кисти нормальное раз- витие кисти, нет типертритоза в отсутствие ги- неприхода апомалия в разви- приход. невросоверные: в- инертриход Крассоверные: аномалия развития кисти, нет никертвихоза I непросоверные F.: родившаяся дочь: д х х возможные бети в 1 сврещивании (браве): -аномания в развитии кисти, гипертникоз -ахомания в развитии листи, не типертрихоза) корм. развитие кисти, гипертрихоз второе спрещивание: (проссоведные акомания разви- тия кисти, нет синертрихози корм. развитие ра трихоза Рождение ребёнка в 1 браке с кормальным развитием кисти и непертрикоза ходом одножно: в X"" зав Б: возможные дети: - аконании в развитии кисти, нет липертритера",3
28,"2) Pj: F x 3a о КУ лия нет аномами, нет гипертриноза (Н х ха- 7, есть аномашия ХУ- от нет аномалии, нет гипертрикоза 3) Да, возможно, так как гипертрихоз передается голандрически, а ген отсутствия аномами является рецепивным Сын с генотипом хау в первом поконении с родится с нормальным развитием кисти и с гипертрихозом",0
28,"шанса на сказывание (передачи мир тантных аллелей). 27. нет анамаме кисти апамамя кисто К/с- анамамя Р: нет гипертра не ноза пи соты на гипертрипу к/с- не планамами непрочь заметы. И гипертрихоз отрез из-за -просоведные гамета фонетальные генотипы возможности. вусовей в 1831- аромашнякисто, гипертрика дав нет аномалии к а- киста, инфетрикоз. F. феротике и ченотипа возможных дочерей(8); танамами жисти, нет гипертди- хозя анамамя кисти, нет гипертраждия аномамякий нет анамам цет XX нет гинертах нет соза хоза F) ченетипы и фенотипы возможных дочерей (д) кисти, нет гипертрихоза о И И-анамалия кисти, нетчинертрахоза гонотив и фенотипы возможность сынавей (в) а е нет анамами писти нет инфтринезн. ж занимался Косто нет запертрихога.",3
28,"No28. Дома: А-аномаши в развитии кисти (а/к) а-пормальное развитие кисти (и/к) в- без гипертрихоза (б/г) в- шпертрихоз (1 (гип.) В Р. в за а/к G. инертричоза альное сти без х ха- аномалии в развитии кисти гипертрикоза омальное развитие кисти, синергресхоз за 2) Р: д х а/к б/г нормальное развитие кисти, G. И.п б/г (JaB) Ей: д; х- за -аномал лил в развитии клети, без",3
28,"No28 1) Р: нормальное развитие кисти без гипертрихода х аноналие кисти гипертрахоз А4 ХУ3- - мальчик, аномалия развития кисти, гипертрихоз",0
28,"aaxy аномалия развития Дормальное развитие кисти без гипертрихоза гипертрихоза G. F2: Aaxx- девочка а а XX - девочка, кормальная жисть; безтипертрихоза А а Х У - мальчик, аноналия кисти без гипертрихоза а а Х Ч - мальчик; нормальная кисть; без гипертрихоза 3) Рождение в первом браке ребенка с нормальным развитием кисти и с гипертрихозом возможно ( aaXYS), так как он содержит У-хромосалу от отца, который болен гипертлихозом, а аппель гена гипертрихоза наследуется голандрически, который однагает, что есть у отца есть эта болезнь, то у всех потомков мужного пола тоже будет эта анонамия.",0
28,"г- 28. 1) А- аномолия в развитии кисти, я- нормальное гипертикоз, развитие кисти без гипертрикоза. Р: даахх нормальное развитие кисти, без гипертриноз Аа Хуь аномалия в развитии кисти гипертрихоз 6: A) AY9 (a X) (aYb) драху; акомамия в кисти в дахуь акамолия в книге без гипертригаза в дахх, кормальное) развитие кисту без гипертрица адхрь нормальное развитие в класс гипертрика, P: 0 2) X A XX амомался в кисти без гипертрикоза а а Х Р В нормальное разритие кисти без без гипертикоза. F, , 0 A, XX ; А ах кв кисти без непертрихода анамамия ь , кисти без интерпринта а хв даахх , баахха нормальное развитие кисти без гипертрикоза. нормальное развитие кисти без гипертница 3) Рождение в первом браке ребенка с нормальным развитием кисти и с гипертриказом возможно от гаметы мамы (ях) и гаметы папы (а) v22. 1) Такой отрицательный контроль является неадекватным, так ка исследователь не поймет влияния противирусных препарата купленных в аптеке на вирусные частицы, и здесь объект подчергался экспериментальному воздейст удействию, хотя не должно.",0
28,"2) Отрицательный контроль- не добавлять лекарственные препараты в среду, где находятся клетки человека и вируса, Остальные параметры (t свет и другие оставить без изменений. v27. q2 = 0,0007 - частота встречаемости (рецесивных) мутактный аллелей. а = 50,0001 = 0,01 - частота встречаемости фенотипа а р= 1-я = 1-0,01 = 0,33 частота встречаемости денетипа А. 2= 0,7 0,382 = 0,3801 частота встречаемости Дрейф-генов может приводить к снижению доли рецессивных гомозиций во всей человеческой популяр",0
22,"V 23. вирусные Тестируемый препарат разрушает частичкуы, но видус способен быстро размножаться и поэтому количество вирусных частиц может прибавляться по незначительно, Установить влияния препарата на целостность вирусных частиц помогает электронная ликроскопия. Особенности! вирусы способы быстро изменять свою генетическую информацию, поэтому противирускые препараты могут убить только от вирусы со старой генетической информацией, а с новой нет; не всегда противнорусий препарат может разрушить оболочку в вируса, также вирусы способны быстро размножаться и противирусный препарат не всегда способен быстро убить вирусов. смотреть далее",3
28,"Решение: 1) Р. аномали в развитии кисти; интерприьозом нормальное с развитие кисти без гипертрихоза Fr: X ть- нет анома- кроссовер. красовер. кисть без песпер- прихода запомания с гипертрию- зом + Ab д; хав ох апошаяся в развит кисти без гипертки- хоза нет апошалии с гипертриха золи P': от апошалия нет липер- тривоза нет разн. анемалии в классой нет гипер тривода +46 нет аком. в р. кисти кет гипертрина кисти в разв. неггипертушко. + 176 дном. р. кисти лет жепертри- аком, в разв. кисти 3) Да, возможно. с гипертривозом. проссоверную гамету от от хозя гипертри- нет апош. в развит. кисти, ребенок получил а) и пца (у Данный ери матери",0
28,"р + 2 рд = 0,999 г - частота особой здоровых особей. Ответ: 4(0)= 0,0%; р(А)=0,99%; р*(хра= 0,9999, д*=0,00% 4. Естественный отбор. 8. 28. ахх Р1 7 без апоталий * Ааху обе охотами не крас- (А х) -некрос дочери: Аахх-аномалкисти, нормацией аахх- здорова по обоим признакам сыновья: Аяхув- оба заболевания аахув- нормальные кисти, гипертрихо 3.",0
22,"Такой отрицательный контроль не является азекватным, так как осуществляется воздействие на вирусы (введении противовируского препарата, купленного в аптеке) No22 5) Отрицательный контроль измерение количества вирусных частиц без воздействия на них лекарственного препарата против вируса имунодещитгеловека. без изменений. 4) Остальные параметры необходимо оставить 2) Он не адекватный, потому что при отрицательном контроле на должно быть эксперемен- тального воздействия на объект изучения",2
28,"а а норм. развитие кисти нет гипертрихоза х 8 усь нормальное развитие кисти отсутствие аномалии в разв кисти, отсут гипертрихоза Дано: аномалия х у - отсутствие года аномами у гипертрахоз отсутствие, аномалии в разв кисти, выпертрихоз тозже развитие (кисти а в рез-те кроссинговера",3
28,"хауа- аномалия в развитии кисти, отсут. гипертрихоза а Ответ: Да, возможно. – где х – от матери, а ав в от отца, в результате кроссинговера такие аллели",3
28,"Дано Х- кормальная кисть Решение A ха 1) Р.п. у проротпления насть, отсутст. X -аномания кисти Аномалия письки гипертрихоз треблюза за- инертра поз Pe2 F1? P6? Fe? Fi. Возможные генонимы, фенопилы доче -Нормальная писшь, ошсунг. гипертр - Акомация писала отсутствие гипертп",0
28,"Возможные генотины, феномипы сына ж.р. Нормальная кисть, генерализм за а 2/ ха Аномапияниста Нормальная писть, Отсутствие инертрих. Опису сушствие инертрахоза G: (xa) Возможные геномипы, феньких дочери раза. Нормальная писль, омлетвие гипертрих. Возможные геномины, фенослины сына В первом брате возможен сых с Нормальной письмью к гипертригодом (Х""у9) получившие гаметного х прошосому он помогает пола с дошен 1ной амелью и 1 промосому они четырегаты- с рецепи вной аллелью",0
28,"28. Дано Решение: 1) Р. д. хохо развитии клети - нормальное развитие кисти нормальное резвитие кисти, отсутствие инерприхоза, хенино аношения в развитии кисти, гипертрихоз, шужчина отсутствие некроссоверные крассоверное Рекомендуемая и геномиты возможных девочек -нормальное развитие кисти, отсутствие -аношения в развитии кисти, отсутствие",3
28,"Феномипы и генотипы возможных мальчиков. -аномолия в развитии кисти, имерщихоз - нормальное развитие кисти, гипертрихоз 2) Р. п. хх женщина, апошался в розвеении кисти нет инермент за нет инермирихоза, кормальное развитие кисти G) F.I. Возможные дочери -аносидлия в развитии кислил, нет итерприхозд - нормальное разными кисти, нет гимератных Возможные сыновья. -сношения в развитии кисти, нет гипертризоза х) - нормальное развитие кисти, нет инертричоза В первом браке 3) Возможно рождение сыно с нормальным развитием кисти и интерпринхозом (хоз-об) Одну х- хромосому с получит рецессивным амелем нормального развития кистей он небезных матери молит. Друзю-хромосому образовавшуюся в резульенате кроссинговера и кесущую рецессивные амели нормального развития развития кисти и инертрихоза, от опцовского организма",3
28,"Заболевание проявляется только у радессивных голозках 1:4000 Aa- 6666 а а - 1 0,6666 66,6666 % 0,0001 0,0001% Мастота нормальных А9- 66,666% Естественный отбор может привести к спиняемого дом ра- цессивных гонозглом во всей человеческой покуляции. Дано безгипертрикоза АНОМАДИЯ ГИПЕТРИКОВ Д - БЕЗ АНОМАЛИЙ КИСТИ а- Аномалия кисти без гипертрихоза НЕТГИПЕР ТРИХОЗА",0
27,"— Я НЕТАНОМАЛИИ НЕТГИПЕРТРИХОВА А о х ув НЕТАНОМАЛИИ, ГИПЕРТРИ ХОЗ ааху АНОМАЛИЯ КИСТИ ГИПЕРТРИ КОЗ 6: если о голодмотрый (или ах хахаув р: Дахх -РАЕТАНОМАЛИЙ КЕТГИПЕРТРИКОВА Ааху в от НЕТАНОМАЛИЙ, НЕТГИПЕРТРИКОЗМ",0
22,"No 22 ватны, т.к. он проводился через одинако- вые промензыки времени (48 часов), что не даёт рассмотреть эксперимент в иных усло- виях. Как вариант, можно попробовать вносить препарат через русские промензы- в речет.",0
28,"No2 Дома: кисти, Но что-то-то от хв. в н. чисть В первая братье возможно рождение смягли опр. галет.",0
22,"22. официальный контроль является неадекватным в связи тем, что вирусная нагрузка остается практически неизмен- ной, лекарственный препарат лишь (держивает вает вирус, но не убивает его, а сам препарат куплен в обычной ап- реке, хоре для человека он выписывается индивидуально думаю можно было не так часто проверять зирусную нагрузку, лезь существенные изменения насту- паюр не так рано, как хорелось бы так я не заража- различными вирусами, ибо они и так мутируют",0
28,"нет ановиалии, нет гипертрихоза. G: от хав от хаь. нет аномами, нет гипертрихоза. есть аномалия; нет гипертрихоза. Да, возможно это сын с геютиком ХАБУВ a такте дочь хвухав обра- с образовавшейся при красинговере гаметой отца ха",0
27,"нет ановиалии, нет гипертрихоза. G: от хав от хаь. нет аномами, нет гипертрихоза. есть аномалия; нет гипертрихоза. Да, возможно это сын с геютиком ХАБУВ a такте дочь хвухав обра- с образовавшейся при красинговере гаметой отца ха",3
28,"No27. 1, аа 0,08 а =v0,0001 = 0,01 AA A р = 00, 3999 Av 2pg = 2-0,1:0,99 = 0, 0108 Если этот летальным Смесь люди с этим заболеванием не будут Сдавать потомства",0
28,"No28 В-ген Отсутствия гипертрихоза в-ген гипертрихоза. 1) В: д х го хав + нормальное развитие, нести; отсутствие гипертрихоза хавул ошибания в развития кисти; чипсы приход (хав) при полном сцеплении при кроссинговере 1) При полном суспиении: гипертричеза. ух- аномалия в развитии кисти; отсутствие шиертрахоза. нашей новой гостиной есть 2) При кроссинговере: развитие кисти; отсутствие Испертрихоза ха гипертрихоза. ха ха 3 за аномания в развитии нормальное внос ривитие писти, отсутствие нисти; отсутствие гипертрихоза интертрикоза",0
28,"3. Частота встречаемости заболевания (аа): д== 1/10.000=0,0001 4. Частота встречаемости алеся (а)(а) = 10,0001 = 0,01 5. Частота встречаемости алеля (А) : p= 1- 0,01= 0,99 6. Частота встречаемости (AA): p = 0,992= 0,9801 7. Частота встречаемости 2 рд = 2: 0,99*0,01= 0,0198 8. Естественный отбор может привести к снижению дом рецессивных гомозают во всей человеческой популяции No 28 Дано: Решение х, ч- аномалия в развитии кисти) х, у-нормальное развитие кисти. отсутствие инертрихоза 1 бр 1 брак. Р: д + о нормальное развитие кисти аномалия в развитии кисти; гипертрих з -некрыш.",3
28,"Дочери: Fi: -пормальное развитие киста Сыновья: ха ль -аномался в развитии шисти, гипертрахов нормальное развитие кисти, гипертрахоз 2 брам Р: д. х аномаша в развитии кисти + о- а ав нормально развитие киста гипертрахоза нет.",3
28,"ха уа Рэ ХвХв и отс. разв овалос. авэл. крос. тот. овал. апр. 1)т двы. 4 a юрир- отовал. норм. р. к. от. овал. от от овал. Впервомброке возможно рождение, при условии, наш. р. 7.",0
28,No 2 д Родавная в 4 нормальное развитие писти! ерт ертрица аномалия развития писта гипертрия оз + 4 ав) AV3 -д норм. разв. жести гип гипертрид,0
28,"апу- 2/ л, а в у аном. кисту без трихо гипертрис норм. развкиста AB) + а в киста, без гл.п. б. анам. в киста, без гип. + а В у АВ-д норм. раз-нисти, без гип. ав у",0
28,+ корм. развитие киста от петр,0
28,"маленьких 27 10000 = 0,0001 0,01 р-н 1; р= 1- 0,01 = 0, 99 (0, 0,9801 p + 2pg + g + 1; 2pg = 1- (0,9801+0,0001)= 0,0198 частоты мутаютных аллелей (0,0001); нормальных Естественный отбор, который сохраняет наи- более приспособленные организмы и выбрака акова вает менее приспособленных. 28. X- рого х- чен, отвечающий за кисти за здоровое развитие",0
28,"нормальное развитие кисти, сти, без без гипертриках аномальное развитие кисти, развит де х нормальная кисть бы гипертрих? аномалия кисти, без ги- пертрипоза нормальная кисть, от Чепер треноз анамамия кисти, гипертрихоз аномация нормальная кисть,",0
22,"22.-1) противобирусный препарат, купленный в аптеке, будет влиять на скорость размножения вируса результате не удаётся установить достоверно эффективен ли лекарственный препарат человека 3) необходимо заразить камтуру плеток вирусом и не вносить в них лекарственный препарат 4) остальные параметры необходимо оставить без изменений.",3
28,"7) естественный отбор 28. А- аномам маяня развития кисти а- нормальное 6- гипертрихов извитие кисти нормальное развитие Намия развития кисти кисти гипертрикоз, то как возможные генотипы и фенотипы девчерей рей аномалия развития кисти, без гипертрикоза возможные генотипы и фенотипы сыновей Саунь аномалия развития кисти, гипертрихоз нормалия возвратия кисти гипертрикоза витие нормальное развитие кисти рих прихода возможные генотипы и фенотипы дочерей ха- аномалия развития кисти, без гипертрихоза",3
28,"Р: X + нормальное развитие кисти; отсутствие гипертрихоза аномалия развития кисти, гипертрихоз F A – дочь без аномалий дочь с аномалий развитие кисти сын of с гипертрихозом у- сын аномальней развитие кисти и гипертрихозом.",0
28,A P: акомалия развитие кисти; прикоза отсутствие англиями развития кисти; отсутствие гипертрихоза. G: Fe: A - дочь без аномалии. сын с аномалий развития кисти. с нормальным 5) развитием кисти и гипертрихозом. (о ХУ) ребёнок будет иметь родительскую У- хромосому с признаком гипертрихоза и родительскую Х- хромосому с признаком нормального развития кисти.,0
28,"хащав мужчина с Р: дх х женщина с мужчина с норм. кист. трн. ж. заза- - пищина с норм кистью пинцина е аном, кистью х – лужчина с норм. кистью и и без гиперунула мужчина с ином. кистью и гипутрждом 3. Бы, возможно. В первом браке может Двиться шумчина с мори, кистью и гип (кто?",0
28,"р+д=1. р**2ркг=1 р= 1: 10 000 р= 00001 (Частота мутаитного амеля 9= 1-0001 = 0,9999 (ЧАСТОТА КОРМАЛЬНОГО АЛЛЕЛЯ) p = 0,000000 1 q = 0,999 8000, 2 0,9998",0
26,"Нираф имеет очень крупные размеру по сравнению с неловеком. Самыми длинными в организме ширафа являются конечности конечности и шея. Чтобы кровь СПОКОЙНО БЕЗ ПОСЛЕДСТВИЙ, ПРЕОДОЛЕВАЛА ДЛИННЫЙ, ПРЕОДОЛЕВАЛА ДЛИННЫЙ ПУТЬ до головного мозга жирафа (И не только) требуется высокое давление, Поэтому в артериях ширафа навлюдается высокое артериальное давление В связи с большим давлением у жирафа вокруг капилляроВ БОЛЬШОЕ количество соединительной ткани. Эта ткань предотвращает РАЗРЫВ КАПИЛЛЯРОВ ОТ ТАКОГО ДАВЛЕНИЯ. У ЛЮДЕЙ ПРИ ДЛИТЕЛЬНОСТпри флительном Патологически повышенном Артериальном давление возникает оттечность нижних конечностей. Это предотвращает перепады давления, обр-ся от",0
28,"о хаву норм. писть норм. писть новм. кисть ГИПЕРТРИХОЗ F2: 2 XX в (+48) кроссинг. норм. кисть АН. Р. п. отстать. кисти сложность отсутствия АН. Р. кисту X 43 Гипертвикоз гипертрикоз отегил. Да, возможно, это сын (Хаёт) тие кисти (а) и гидертрихоз (хв) У наследовавший нормальное разби- от матери. От папы (Y) геи.",0
26,"No26 Древние Предки Сумчатых предположительно проживали на материке Гондвана так как Австралия является частью гонованы по этой теории. Австралия отколопась от Гондваны В результате движения литосфер ных плит. Скорее всего сумнатые в момент отделения материка, обита ли только на Гонаване, части, которая сейчас Австралия. После раскола литос ферных плит, сумнатые стали в саншкем большой географический географический изоля ции, из-за него не смогли расселиться по всему миру. Только История из сумчатых животных Юж. Америки почти индентична сумчатым умчатым животным Австралии.",0
28,"а нормальная писть, отсутствие жгертрихоза. G. иномялия в возвитие писты, генер трикоз. - некрасоверные -просоверение X""X""- дочь, жут нормальная"" кисть, отсутствие гитептрихоза, заз 1 -дочь, аномался в развитии кисти, отсутствие гипертрикоза. за , м -сын, аномалия в развитии кисти, гипертрикоз,",3
28,"за заб -сын, нормальная листь, гипертрихоз. отза, а в аномалия развития кисти, отсутст уставле интертрикоза. нормальная шесть, отсутствие гиперт ертрикоза. Fr. - нормальная кисть, отсутствие гипертрикоза, дочь -аномалия в развитии пистей, отсутствие гипертрикоза, дочь. задав -сын, нормальная жесть, отсутствие гипертри хозя. - сын, по анамамия в развитии кисти, отсутствие интертрикоза. Рождение в первом браке ребенка, страдающего и аномалией в развитие кисти, и гипертрикозом возможно в случае спрещивания отцовской некро соверной гаметы и материнской (ха) гометы",3
28,"холь, нет аномалии, нет аномалии, нет типертрихоза Нь- 7 аноналия, типертрихоз аномалия, типертрилоз аномалии, ни гипертрихоз",0
28,"из-за кроссинтогра результат те которого ему досталась материнская рецессивным признаком сипер трихоза отцов- ская у хромосома она. заболеваемости фенипке- тонурией (на) =======0,01 - частота текстипа 1-д = 1- 0,01= 0,99 - частота людей не имеющих заболе-",0
28,1) рецепторные клетки г) чувствительный нейрон (первные пути) 3) двигательный нейрон 4) вставочный кейрон (цнс) 5) исполнительный орган,0
22,"No2 4 1. Безусловный рефлекс слюноотделения и отсутствие безразличного раздражителя изображено на рисунке А. 2. Рефлекторный центр безусловного слюноотделитель- ного рефлекса обозначин цифрой 3. 3. Инстликт является задаточным, а безусловный рефлекс появляется животных Во время жизни. N25.",0
28,"Решение: R. Bax""X""Of aax""y женщина с понятыми развитием клети, без гипертрихоза к мужчина ужчина ссюжамей в развитии кисти и гипертрихозом. (а (а у) Аахтуа Aax y аах х2 а Х У дочь, без ги- пертрихоза с нормальный развитием кисти. сын, без ги- пертрахоза, с подмальным развитием Висти. дочь, с ако- машей в развитии кисти, безгипертри- лией в разви- там кисти, без гипертрихоза. (бц анемалий) AXIAY или (без экономикий) (АХГ) АХ (Ау)",0
22,"N22. Такой отрицательный контроль не является декратным, потому что при нём количество вирусных частиц скачет. Оно то падает, то возрастает, то слова падает, то вообще не спадает, а только увеличивается что не очень хорошо для организма. No23. Тестируемый препарат не справляется со своей задачей И НЕ разрушает вирусные частицы. В одном из организмов комичество ВИРУСНЫХ УАСТИЦ стало только увеличивать. А в других организмах их количество то уменьшалось, то увеличивалось, то слово снижалось. Возможно, на припарат действует иммунитет человека. Он у всех по разному реатирует на препарат.",0
28,"нормальное развитие аномалия кисти гипертри хоз а в ве: 7 а В A в а в х 7 ; х у , х АНОМАЛИЯ КИСТИ Без гипертрихоза нормальное развитие кисти; без гипертрихоза а В A B а В А в а в A Раном. к. Анор.р. к. о Аном.к. Без риперт безгиперт.",0
28,"кисти, без итертрихоза нормальное развитие кисти, интертрихоза 6.: -анамалия развития кисти,",3
28,"– нормальное развитие кисти, интертрикоза без – аналогия развития кисти, терп прихода в X в. у в в X-X - нормальное развитие кисти, без гипертра трикоза 3) В первом ораке возможно рождение ребенка в ха с с нормальным развитием кисти и гипертрихозом, от матери имеющая имеющий рецессивный аллель а нормального развития кисти 9-го образованная в ходе кроссинговера и имеющая два рецессивных признака нормального развития нисти и интертрикоз.",3
